ENTIDAD,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,UNIDAD DE MEDICION
SONORA,1994,24.50672813,24.55487683,27.87125357,31.66296485,34.73095666,38.91963613,38.71498723,37.01736231,35.99401988,32.38456168,26.06511428,21.86157651,°C
TABASCO,1994,28.60023041,30.39458128,32.69855395,34.43850575,35.98020022,35.76183908,35.57241379,34.15461624,33.31528736,33.17942158,31.7627381,29.96209677,°C
TAMAULIPAS,1994,23.21781917,24.62795429,27.61302831,29.89647506,33.10932044,34.01531103,35.49332565,33.52199725,31.24385681,29.74810012,28.82035502,25.26232759,°C
TLAXCALA,1994,21.41212903,23.18193342,25.48096774,24.87132874,25.37567742,22.62333333,23.34050179,21.79798387,21.97986111,22.99997278,23.57028148,22.84073084,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1994,24.18456372,25.24677628,27.70060708,30.22119703,31.72184422,31.70326765,31.14129,29.60530439,28.97732645,28.9505587,27.99103545,25.68363497,°C
YUCATÁN,1994,30.2821591,31.6495786,32.78580251,34.31551499,34.69148309,33.83902039,33.98980992,33.85713113,33.45834401,32.74412295,31.92167126,30.97308836,°C
ZACATECAS,1994,22.00630182,24.89461231,26.60185503,28.07727876,31.33390482,28.23453661,28.17896536,26.48909986,25.74659435,25.71861985,25.7787873,23.08686537,°C
AGUASCALIENTES,1995,22.6660693,24.7718254,27.48596177,29.155,31.30932093,29.68132582,26.24566038,25.12962963,25.18727273,25.99970674,24.63765432,22.2829912,°C
BAJA CALIFORNIA,1995,19.09683007,22.73640999,23.25823432,24.66933854,25.1067066,29.20291882,33.96438909,34.88022459,33.53515103,29.43663263,26.48170772,21.87194366,°C
BAJA CALIFORNIA SUR,1995,24.41452163,27.24933428,28.25222055,29.73425653,31.08583559,33.65649098,36.30294777,35.5508976,34.85944637,32.91406088,30.01581911,26.52083524,°C
CAMPECHE,1995,31.67505901,32.65486584,34.40826121,35.84184211,37.01867967,34.3484127,33.46597542,33.74137225,33.23325203,31.47277664,31.84447154,31.03789339,°C
COAHUILA  DE ZARAGOZA,1995,21.25219456,24.35101921,25.97155327,30.38363947,34.44678816,34.04020815,34.26997046,32.9147617,31.40893221,28.94519974,25.145783,20.78513597,°C
COLIMA,1995,31.95852535,32.63038549,32.84619816,33.25654321,34.41594293,33.4525641,32.65507241,32.1171979,31.80820802,32.73038419,32.23950059,31.35213039,°C
CHIAPAS,1995,29.89053754,30.90705143,32.01088335,32.61050891,32.83260905,31.0515319,30.39730779,30.02974383,29.59230907,29.00613149,29.90620018,29.02285054,°C
CHIHUAHUA,1995,18.88522291,21.83026387,24.60160119,28.37403284,32.65292348,35.14328103,33.90988909,32.80050724,29.94940152,29.03497317,24.23268557,20.17196841,°C
DISTRITO FEDERAL,1995,21.78536223,23.21462912,25.46839877,26.91575092,27.78383174,25.50648567,23.46423917,22.98631476,23.43352273,23.8436217,23.04868421,21.98473987,°C
DURANGO,1995,21.357637,22.8912605,25.525642,28.29180761,32.14249187,32.3867451,30.12470588,28.86774194,27.80768627,27.20736243,24.70649774,20.98788447,°C
GUANAJUATO,1995,24.01731609,25.66546047,27.7452273,29.44983333,30.89547021,29.14052122,26.65529283,26.23606208,26.3416705,26.22459293,25.54383178,23.86945522,°C
GUERRERO,1995,31.18185351,32.50495998,33.58312512,34.56763256,34.4191193,32.64104555,31.36395846,30.86982839,31.01912879,31.52227038,31.7687237,30.98575273,°C
HIDALGO,1995,22.73535622,24.05858135,26.13812794,27.8714345,28.88595179,26.68380741,24.44016649,24.62273718,24.75693548,24.09968783,23.31464559,22.21008065,°C
JALISCO,1995,26.98147601,28.93278856,30.88202593,32.1110942,33.85302118,31.82532847,29.11253702,28.25523226,28.46740635,29.52423399,28.48260656,26.1585754,°C
MÉXICO,1995,20.47834596,21.61976903,23.79639056,25.23197025,25.49494116,23.23873358,21.13481901,21.14404319,21.38701136,21.37410395,21.02873243,19.67254096,°C
MICHOACÁN DE OCAMPO,1995,26.13676055,27.81833275,30.08377431,31.22604853,31.97167841,29.21013109,26.8254663,26.50009164,26.75968702,27.41390973,26.91215202,25.69792247,°C
MORELOS,1995,28.51207802,30.15307309,32.32580645,33.42736434,32.40256598,29.90263566,28.40990248,28.19332845,28.52217607,29.28338221,29.24413009,27.85648912,°C
NAYARIT,1995,30.62086141,32.70732182,33.21797235,34.46047619,35.88391705,35.9783908,34.30377925,33.20493359,33.51498599,34.2057807,33.30539216,30.30946734,°C
NUEVO LEÓN,1995,21.25697312,24.63201224,25.75881007,29.62730159,32.5989243,31.72147224,32.7058287,30.69686021,29.94703065,27.60685484,24.36097662,20.76637386,°C
OAXACA,1995,26.40028267,27.85163994,29.08099717,30.55504145,30.9555137,28.83914373,27.77231795,27.38354241,27.65657407,27.93249482,27.34311081,26.35709477,°C
PUEBLA,1995,22.87556945,24.11991952,25.33040177,27.61002132,28.65833333,26.3341954,24.09225065,24.01105137,24.13055556,24.10387732,23.448,22.15292564,°C
QUERÉTARO,1995,23.56423154,25.87517921,27.97019649,29.50552741,31.1324616,29.28051314,26.81161414,26.25304891,26.23012786,25.8753059,24.79799847,22.03730049,°C
QUINTANA ROO,1995,29.44849116,30.66082949,31.76253902,33.3428725,34.74680888,33.65989247,33.36243728,33.76021505,33.29735632,31.10088988,30.61655172,29.52658509,°C
SAN LUIS POTOSÍ,1995,23.64148702,26.71712062,28.51555709,31.33204751,34.56324051,32.09553398,30.38241895,29.16828553,29.5489135,28.8191358,26.66537853,23.36121957,°C
SINALOA,1995,28.2711928,30.9460034,32.02753737,33.90515873,35.68669355,38.04319923,37.6668872,35.93419598,34.77642276,35.94317618,33.63130081,29.49639391,°C
SONORA,1995,21.9717785,25.77383737,27.89242182,30.55566078,33.14779638,38.1297367,39.08212687,37.63935415,36.07573006,34.69946146,29.25974547,25.12216026,°C
TABASCO,1995,29.50764636,30.6957672,33.04480287,35.29666667,37.91043388,35.69202381,34.22953574,34.31368187,32.74712644,31.14171301,31.81241379,29.43094385,°C
TAMAULIPAS,1995,23.95910874,27.62218404,28.55482193,32.53502725,35.67962853,34.3742173,34.41756536,32.48252909,32.70459259,30.56790357,27.05039506,23.48370903,°C
TLAXCALA,1995,21.62191894,22.48516483,24.52729528,25.6510054,26.12473118,24.55835401,22.43798654,22.26626594,22.84679487,22.49064464,22.13196003,20.65563674,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1995,24.70814204,26.99542102,28.04496408,30.7314228,34.00517976,31.54330437,29.70304855,29.75308807,29.62113027,28.48738028,26.73146677,24.57244893,°C
YUCATÁN,1995,30.91259773,32.04120859,33.39541443,35.15627874,36.90709574,35.18383451,34.48017368,34.54067081,34.34642299,32.05877777,32.08369384,31.02902753,°C
ZACATECAS,1995,22.05443548,24.1109788,26.91965835,28.6582761,32.14297326,30.82885803,27.12268867,25.97763315,26.62334359,26.71652518,25.12496839,21.48580645,°C
AGUASCALIENTES,1996,23.14869142,24.84578544,25.89470481,27.74484848,31.01231672,28.6149697,27.93460411,26.6170088,25.84484848,25.56744868,23.7069697,23.44474313,°C
BAJA CALIFORNIA,1996,22.21637212,22.4869663,24.34318896,27.77242961,29.51353545,32.83734764,34.33043545,34.84649339,31.6665121,27.97474338,24.67240626,22.15724666,°C
BAJA CALIFORNIA SUR,1996,26.42187506,27.49453287,28.29963061,30.753059,33.29194956,34.3592622,35.64571744,35.18608674,32.93623011,32.43045247,29.19827398,26.19187823,°C
CAMPECHE,1996,30.74344854,32.04835796,32.97529326,34.59445664,35.06938489,33.86644444,33.70371669,33.32089762,34.42922481,32.40917563,31.3475,30.8435827,°C
COAHUILA  DE ZARAGOZA,1996,21.25996389,23.41975153,24.45654746,29.20564243,34.43958269,34.03969726,34.38317148,32.27023592,31.21772204,27.38796496,24.18994136,21.01257553,°C
COLIMA,1996,30.85910271,32.17564124,32.21931034,33.02877395,34.14301075,33.6311828,32.04135134,31.93428894,32.29903798,31.74172737,32.3045977,31.57365591,°C
CHIAPAS,1996,28.87831354,30.41725628,31.20471308,32.51486826,31.7409505,30.70184832,30.34038311,30.00116275,30.64930864,29.64294509,28.81389832,29.02800208,°C
CHIHUAHUA,1996,20.57328398,24.13983769,24.46064776,28.29969548,35.16454114,34.62164781,32.70707288,29.77525472,29.10796847,27.24147517,23.68133855,20.09206147,°C
DISTRITO FEDERAL,1996,21.74689826,21.71679666,24.9,25.3,26.92450885,22.98555556,23.3483871,22.42645161,23.02222222,21.78049155,21.28894558,20.80184332,°C
DURANGO,1996,21.89875632,24.36176898,24.77564431,27.67924603,32.82738483,31.20069106,30.49064118,27.89673485,27.33829167,24.44477929,23.28709402,20.50018137,°C
GUANAJUATO,1996,24.49166406,26.43353859,27.40092761,29.34448425,31.65300443,29.1125936,28.3099086,26.77740323,26.39134924,25.47652912,24.65417664,24.70546961,°C
GUERRERO,1996,30.37136444,32.22972106,32.99931577,34.32607639,34.47230157,32.1409188,31.60682154,31.02189997,31.386313,30.68523518,31.19506855,30.72032866,°C
HIDALGO,1996,22.4530978,24.00257723,25.04316436,26.42911369,28.23713235,25.58830846,24.97602981,23.61319225,24.62513297,23.23719165,21.80084577,22.61156218,°C
JALISCO,1996,27.22160883,29.27206646,29.86968677,31.47620028,33.64529895,31.02100729,29.46174271,28.70000392,28.60575309,27.63644222,27.439131,26.8788631,°C
MÉXICO,1996,20.77807031,22.53550754,23.37088453,24.40738484,25.61111391,22.43399019,22.31710709,21.314039,22.17648488,21.34682919,21.10779561,20.40386627,°C
MICHOACÁN DE OCAMPO,1996,25.95364823,27.88766868,29.02945712,30.47100584,32.39841718,29.03100444,27.63366585,27.08820286,27.18865986,26.49585916,26.58036125,25.8567489,°C
MORELOS,1996,27.54860215,29.45727136,30.9618638,32.54568182,32.57679809,28.8572093,28.70887097,28.38335777,28.9342963,28.48604488,28.58869565,27.72473118,°C
NAYARIT,1996,30.85852534,32.36392994,33.00124808,34.3452381,35.69756198,35.17714286,33.62488479,33.13963134,33.22952381,33.01565465,32.65056561,30.58211144,°C
NUEVO LEÓN,1996,21.98208877,24.22473228,24.93640484,29.45364376,33.66806568,33.35242274,33.7770343,31.39687069,30.68489513,27.87950636,25.05485234,22.70202255,°C
OAXACA,1996,26.5660973,28.00833683,29.21143086,30.29087257,30.7174439,28.50160834,27.88253178,27.94420582,28.88551086,28.1683578,27.53333751,27.14249742,°C
PUEBLA,1996,22.14260113,23.78134796,24.38650297,26.27134328,27.72684812,25.02682228,24.33039314,23.79517833,24.89045699,24.42426368,24.17163121,24.16476913,°C
QUERÉTARO,1996,22.81814305,24.96113793,26.26729148,28.35325431,31.05154699,28.23739992,27.9546595,26.42764482,26.03891361,24.48492704,23.89555928,23.29670699,°C
QUINTANA ROO,1996,28.77064516,29.82367816,30.68855511,32.77544444,32.80389321,32.805,32.87376344,32.29043011,33.32111111,31.5788172,29.58688889,29.28175751,°C
SAN LUIS POTOSÍ,1996,24.50425426,26.45177404,27.75159799,30.89172814,33.59407593,32.13707891,31.56245379,29.43333401,29.44079179,27.737361,25.68815991,24.42475163,°C
SINALOA,1996,30.35243419,31.70073892,32.24973118,34.70166667,37.31049671,38.64402609,36.39032258,34.64308149,34.23468835,35.07004608,32.69271318,28.94608295,°C
SONORA,1996,26.03460603,27.4854379,29.07213627,32.90105989,37.10665909,39.72617016,37.31607682,36.22121263,34.2546709,32.69120927,28.63340615,24.92062334,°C
TABASCO,1996,28.19020737,30.62167488,31.48609566,34.11413793,35.6698554,35.00298851,34.71987562,34.4525687,35.33214286,32.54642195,30.57,29.57764977,°C
TAMAULIPAS,1996,24.20304088,26.01793247,27.87276742,32.02834061,35.00931751,35.49950092,35.7136277,33.30289789,32.32478366,30.00149726,27.46228401,24.78260656,°C
TLAXCALA,1996,21.80942776,23.60820989,23.90233593,24.6997318,26.39620537,22.44778846,23.03446123,22.12752713,23.61655146,22.30131807,21.55010753,20.59188346,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1996,24.28200952,25.48432171,26.50246757,29.73170589,32.15504352,30.91865444,30.37124673,29.12533051,30.40904157,28.7484576,26.07283265,24.75604512,°C
YUCATÁN,1996,29.92338521,31.16176345,32.65562711,34.72190024,34.93337645,34.57028399,34.57692411,33.86979644,35.30244742,33.13619218,32.03459853,31.22654552,°C
ZACATECAS,1996,23.05200906,25.18294853,25.60215122,27.90125,31.99439438,29.2694713,28.70080443,26.68239955,25.65535985,24.09932432,23.11494048,22.2511954,°C
AGUASCALIENTES,1997,22.49472141,23.86493506,25.6643304,25.20363636,28.35842061,29.68606061,27.72756598,28.22281959,27.20424242,24.97829912,24.41450617,21.00009713,°C
BAJA CALIFORNIA,1997,20.62558294,21.52162999,26.39371817,25.05311475,30.74345094,30.40091959,33.56695001,35.01638835,33.58885917,28.92407947,25.26527051,19.67956031,°C
BAJA CALIFORNIA SUR,1997,24.07685403,24.9161401,28.9542019,28.03474017,33.05090514,33.86846183,36.32525012,36.25766271,34.76823686,32.44069519,29.49245463,24.04661719,°C
CAMPECHE,1997,30.15515342,32.31579365,34.59919355,35.09181818,35.46456189,34.43273906,33.79618981,33.65881949,32.64287601,31.82752231,31.2685034,29.48970487,°C
COAHUILA  DE ZARAGOZA,1997,18.46540836,20.95261753,24.9634221,25.19510146,30.58400497,33.13604185,33.65257258,33.79238604,31.32364715,26.85126881,23.35565235,18.11737828,°C
COLIMA,1997,30.95244537,33.03836406,32.93096774,33.177,35.33503722,33.51264368,33.44691756,33.84389773,32.18333333,32.18296371,32.65,31.14959677,°C
CHIAPAS,1997,29.48798127,30.12876669,31.7511303,31.89576221,31.89058273,30.67276882,30.72126257,31.22215764,30.25846825,29.29793388,29.24546272,28.28308921,°C
CHIHUAHUA,1997,17.80055873,19.67373617,24.58110864,24.34948153,30.45022777,33.33441784,32.24931842,31.41270847,30.46608675,26.44809837,23.25728934,15.36061505,°C
DISTRITO FEDERAL,1997,20.86706349,23.68447802,24.39976959,24.25595238,24.30650922,24.94978355,23.67196216,23.84496379,23.38088972,22.42968712,21.83690476,21.31056616,°C
DURANGO,1997,19.24789059,21.87510271,24.46972141,24.33936716,28.43010245,30.86756418,29.1595696,29.47480245,28.01396296,24.75907376,23.40969961,18.24363796,°C
GUANAJUATO,1997,23.57004378,25.69410956,27.06218638,26.78738521,28.86811098,29.62670626,27.78225806,28.07243419,27.54847161,25.7377829,25.83448499,24.0134086,°C
GUERRERO,1997,30.88938622,32.42260505,33.37671144,33.70792118,34.42848884,32.82381184,32.57382946,32.82844134,31.57501937,30.96463417,31.42334108,30.83897653,°C
HIDALGO,1997,21.73745668,23.50399787,24.56653226,24.40367084,24.50940024,26.08227053,24.71874708,25.39753321,23.96207729,23.04953163,22.90808824,22.12693212,°C
JALISCO,1997,25.57175959,28.12367646,29.28061433,28.50012494,32.07098402,31.5759041,29.51034133,29.83227965,29.43848208,28.35175116,28.06300993,25.80417211,°C
MÉXICO,1997,19.94576818,22.39789159,23.16708685,23.10540483,23.23623172,23.87120637,22.60557187,22.86275582,22.03932133,21.6112385,21.50270085,20.86050315,°C
MICHOACÁN DE OCAMPO,1997,25.18998321,27.91298157,28.55934796,28.62968093,30.77520505,30.10619565,28.07323256,28.24763804,27.91094436,27.33117422,27.44470518,25.82881896,°C
MORELOS,1997,27.54286086,29.79600642,31.32628689,31.46569444,31.79265614,30.45224638,29.27892931,29.99233871,28.41921986,28.18901853,28.64548611,27.70805283,°C
NAYARIT,1997,28.53175403,30.65290179,32.62561095,31.95010101,36.85332661,35.94377519,34.4756167,34.13908918,33.75294118,33.44884793,31.65,28.88285665,°C
NUEVO LEÓN,1997,19.90255081,22.5099255,26.15966411,25.27861084,29.65104124,32.21145833,33.87140537,34.03726521,31.49415626,26.94691792,23.14678929,20.10954476,°C
OAXACA,1997,26.68062138,27.74205472,29.52439728,29.85016667,29.7655914,29.35177415,28.61609543,29.16241894,27.83017361,26.99348048,26.94218638,26.19715528,°C
PUEBLA,1997,23.71706228,25.11298701,26.70036519,25.52887324,25.50779714,26.77935323,25.53277163,26.40317505,24.87573529,23.86161545,23.51929443,22.7991303,°C
QUERÉTARO,1997,22.97483871,25.39467593,26.14278034,26.59600164,27.81333429,29.54944511,27.79040743,28.34221579,27.7383141,25.34743405,25.77916712,23.48097475,°C
QUINTANA ROO,1997,29.59861751,30.6822619,32.43688172,33.43766667,34.08882489,33.61644444,33.43704898,34.09291697,32.66681609,31.5971079,30.7266,29.12169332,°C
SAN LUIS POTOSÍ,1997,23.23726191,25.58072112,27.84837623,27.52834905,30.12442718,31.86226157,30.62954527,31.99442616,30.05227358,27.62395774,26.41304256,22.85816076,°C
SINALOA,1997,27.1191349,28.86152597,32.98862216,31.84698867,37.29584048,37.47703599,36.74501125,35.95849462,35.32689394,34.32861681,31.75234848,26.73525881,°C
SONORA,1997,22.89813631,24.57282613,30.38505822,29.83616545,37.02611499,38.31057902,39.12951901,37.58732603,36.62100342,32.89549888,28.46910051,20.65811144,°C
TABASCO,1997,28.83237327,30.45242347,33.95794931,35.30110728,34.8988172,34.92849462,34.05666667,34.57311828,33.24551724,31.74244085,30.69488406,28.55200161,°C
TAMAULIPAS,1997,22.43627612,26.05393006,29.53338936,27.86092028,31.83730349,33.97153292,34.97378174,35.80175375,33.73164286,29.64811408,26.51535322,23.04112903,°C
TLAXCALA,1997,20.32362625,22.58778802,23.25371141,22.54562069,23.07236559,24.49788889,23.47114695,24.13410085,23.01621073,21.8144641,22.41634409,21.78138673,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1997,23.93680292,25.50825896,28.11547491,29.10702898,30.12633139,31.68461601,30.03462156,30.85124179,29.43245065,27.65590918,26.51788962,23.93279322,°C
YUCATÁN,1997,31.01746312,32.13436203,34.3085195,35.07655186,35.64380528,35.08178796,34.52930051,34.57213882,33.9551515,32.61399594,31.30716408,29.93963792,°C
ZACATECAS,1997,20.30611205,22.76188554,24.63005915,24.12037037,28.63937827,29.89094828,28.11097906,28.76838154,27.33417391,25.20484782,24.53948276,20.6447833,°C
AGUASCALIENTES,1998,21.61746805,22.99932615,26.76857826,30.21005291,33.01634475,31.28769697,28.39112903,26.87880184,25.93845238,25.01756912,25.13969697,23.18973607,°C
BAJA CALIFORNIA,1998,20.69883832,19.0492382,21.90507828,23.44708717,25.40268277,29.38194597,33.94653841,35.18270436,31.3308629,27.76849319,23.84303284,19.68341813,°C
BAJA CALIFORNIA SUR,1998,25.3630195,24.56635008,26.95497433,28.50569233,31.43001296,35.73516509,36.32111121,36.33418721,34.17918608,32.90380487,28.78038642,24.69893006,°C
CAMPECHE,1998,30.22437965,31.72921798,33.01420596,35.69930358,36.80880893,36.3683863,33.94807113,34.19807692,33.82612477,31.94761125,30.6713117,29.60614144,°C
COAHUILA  DE ZARAGOZA,1998,22.08773584,22.87674097,25.37664078,30.12756265,35.53808361,36.47106955,35.13307566,32.58580727,30.5625606,27.39870799,24.33492176,20.94155458,°C
COLIMA,1998,31.25640121,31.1538372,32.52301193,33.37971014,33.8516129,34.488,32.9959093,33.40441372,30.54912281,31.84934289,32.71166667,32.41341256,°C
CHIAPAS,1998,29.5090644,30.80448413,31.94269607,33.40353881,33.72281283,32.46833349,30.55849485,31.09964992,29.96161548,29.06143481,28.80311735,28.20183334,°C
CHIHUAHUA,1998,19.76978414,18.49924906,22.96859965,27.00112918,32.48178702,34.72586441,32.02648671,30.36950845,30.44517648,27.27820683,23.69663285,19.86516966,°C
DISTRITO FEDERAL,1998,20.86107346,22.69897959,25.65206534,27.49615385,29.53324556,27.10128205,24.31215881,23.0471464,21.73128205,21.04147465,22.11575534,21.12744267,°C
DURANGO,1998,20.78696357,21.57127356,25.01568074,28.88007337,33.39771185,33.1272902,30.74385227,28.50776393,27.7289751,27.05927641,25.03199679,22.41209225,°C
GUANAJUATO,1998,23.98611354,25.41151587,28.44981519,31.34450598,33.41760215,31.38584429,28.0255338,26.95350277,25.9768168,24.69857555,25.54747368,24.3747083,°C
GUERRERO,1998,31.05773942,31.52887309,33.56678974,34.72413721,35.19332564,34.14616947,32.05885789,31.77776304,30.39197027,31.0417235,31.58611154,31.05969751,°C
HIDALGO,1998,22.49383552,24.76291209,26.2955335,29.23686849,30.54514794,28.73075196,25.61508092,24.6172364,23.34556185,21.54428442,23.07193487,22.04641647,°C
JALISCO,1998,26.32121662,27.09443087,30.33327614,32.80507277,34.76928142,33.25244628,29.95512026,29.02138884,27.92465886,28.1001636,28.62050405,27.65663946,°C
MÉXICO,1998,20.56179251,22.13691503,24.94568655,27.49911193,28.71706548,26.09363873,23.13157248,22.15485065,21.08453993,20.38195578,21.51154808,20.9174462,°C
MICHOACÁN DE OCAMPO,1998,25.8410454,27.01544348,30.08631751,32.40474945,33.97030365,31.69047354,28.23112312,27.20198864,26.5857025,26.53424994,26.81849914,26.34418712,°C
MORELOS,1998,27.63406452,29.24591837,32.25540926,34.6948,34.93154839,33.22604824,30.02123656,29.03393817,27.27180556,28.06142199,28.61884354,27.75065582,°C
NAYARIT,1998,29.97782258,29.41991342,31.97360704,34.17575758,35.89669739,36.66556044,34.15370019,33.79079696,32.79292929,33.16806553,32.11005747,31.00392473,°C
NUEVO LEÓN,1998,23.77832865,24.4271609,25.84258283,30.22117359,35.40234668,35.97660276,34.96506793,33.75212327,30.54564302,27.37989962,24.98579065,22.30160614,°C
OAXACA,1998,27.46162609,29.18512199,30.92811704,32.59280129,33.63328097,32.18557078,29.41788425,29.31871945,27.75466784,27.40317766,27.97649405,27.48918218,°C
PUEBLA,1998,22.60447291,24.63019774,26.5252698,29.39094134,31.22254408,29.24787388,25.547039,25.74997333,24.0100053,22.62912619,23.49272529,22.74643817,°C
QUERÉTARO,1998,24.0318638,25.51247491,27.36504635,30.17937751,32.94226102,31.31345253,28.0347033,26.92760832,25.88360016,23.14194832,24.27663344,22.55749122,°C
QUINTANA ROO,1998,29.24525904,31.04889191,30.94655281,33.60909091,34.52362429,34.13279789,32.79100684,33.45571848,33.26166667,31.37865275,29.98666667,29.04535104,°C
SAN LUIS POTOSÍ,1998,25.18212885,27.32875297,28.23055421,32.3605837,35.93171718,35.29660781,31.79557501,31.14580595,29.24990773,26.66412983,26.89374683,24.46948747,°C
SINALOA,1998,29.04341085,27.63081395,30.28405425,32.80310606,36.4123962,38.11544613,36.06400293,35.21792522,34.54844961,35.088689,32.12647059,29.02966477,°C
SONORA,1998,24.27050839,22.23695407,26.42901549,29.88522775,34.64578975,38.7574112,38.22202843,37.37400913,37.11125926,34.19025865,29.27120552,23.82198598,°C
TABASCO,1998,30.0899518,32.38983686,33.74694105,35.40961157,37.63529869,38.21942925,35.12715239,34.78765654,34.63646283,32.55637481,31.5912069,29.98416112,°C
TAMAULIPAS,1998,26.74818092,28.30983953,27.98599011,32.53690154,36.93212473,37.79626866,36.00987048,35.30940655,32.54164325,29.34063152,27.62210516,24.38423278,°C
TLAXCALA,1998,21.24797086,23.09275474,25.63754577,28.7790719,30.08075269,27.63143028,24.32916731,23.66738911,22.03749641,21.19455645,22.83306137,22.63667694,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1998,25.63877873,28.33888913,28.13409377,30.82574765,34.37596922,34.66777778,31.04698514,30.96143967,29.92076889,27.76286031,27.13319121,24.83655422,°C
YUCATÁN,1998,30.43450224,32.04173155,32.67927749,36.04184972,37.44014375,36.77624521,35.20142089,35.15801214,34.62940189,33.28767357,31.58417237,30.38316582,°C
ZACATECAS,1998,21.73412932,22.40363464,26.36746441,29.95225031,33.53915554,32.22250765,29.070244,27.26368009,25.73493879,25.81696682,25.41421829,23.80299386,°C
AGUASCALIENTES,1999,22.37049539,25.35491071,27.44902074,30.3452381,31.37862903,30.20357143,28.59591014,28.06624424,27.37757576,26.29472141,23.98333333,21.65659824,°C
BAJA CALIFORNIA,1999,21.62884186,21.39210313,20.95837546,22.67512954,25.80380535,29.03063691,31.88082542,32.81244099,31.01818867,31.48817427,26.24027359,21.8402232,°C
BAJA CALIFORNIA SUR,1999,26.03735663,27.14888213,27.13945824,28.66567501,31.42280539,33.60619468,34.76109795,35.6830939,34.03892307,34.37681246,30.47736078,25.97863817,°C
CAMPECHE,1999,29.21737849,30.46406934,33.05725806,36.20775463,36.59182348,33.91951577,32.4752917,33.30799439,31.95152778,30.68037634,28.56248472,28.33598417,°C
COAHUILA  DE ZARAGOZA,1999,23.50811761,25.87914863,28.30775171,32.09368421,34.51899642,33.81042596,33.47457306,34.04719235,31.92537037,28.11171477,24.46388889,20.69371817,°C
COLIMA,1999,32.02172043,32.52100088,32.83602151,33.74238095,34.13935855,33.32112479,33.14156328,32.10394265,31.56440476,32.03917051,32.73731685,32.27204301,°C
CHIAPAS,1999,28.84591047,29.85610071,31.51672199,33.10160346,32.67918112,30.51672664,30.00045749,30.52230006,29.06052251,27.95602508,27.46016828,27.89181416,°C
CHIHUAHUA,1999,20.32843354,23.59741182,24.99029929,27.6266949,32.04263005,33.22323949,30.36366516,30.52521966,30.35433736,26.73445714,24.61441512,17.48588876,°C
DISTRITO FEDERAL,1999,20.68032482,22.15638528,24.11886608,27.10522727,26.61602151,25.56816316,23.15835777,22.95166481,22.35821429,20.55196255,19.97,19.54587755,°C
DURANGO,1999,22.22109236,25.3715552,26.93130705,30.22312981,32.39402818,31.13411523,28.52092283,29.63750255,28.92821323,26.57683347,24.03688771,19.63011299,°C
GUANAJUATO,1999,23.55978376,25.75906085,28.22568698,30.47111763,31.53763441,29.30788453,26.8415767,27.13491849,26.27107628,25.45335501,24.21155039,22.52909115,°C
GUERRERO,1999,31.23634317,32.18628229,33.51120031,34.46862398,34.51437711,32.46903714,31.2356313,30.91977297,30.56704663,30.3168141,30.4232645,30.23958926,°C
HIDALGO,1999,22.8373007,24.09228859,26.86251139,29.06456769,29.21966222,27.24632619,23.96655732,25.16031789,23.25625365,21.18065576,21.28326397,21.33760403,°C
JALISCO,1999,27.1405709,29.3908492,30.78022013,32.83961023,33.73184122,31.46401014,28.40962151,28.83127827,28.56484203,28.98514297,27.84463314,26.39826109,°C
MÉXICO,1999,20.72312003,22.20088374,24.10657711,26.16437318,25.8516227,24.1875847,21.8061706,22.10034718,21.21085936,20.34479063,20.33321693,19.8821876,°C
MICHOACÁN DE OCAMPO,1999,26.32727088,28.03056878,29.73689806,31.71656108,32.37682172,29.54419608,27.12975459,26.90972987,26.91923901,26.52453277,26.31033187,25.2574888,°C
MORELOS,1999,27.93185484,29.84546131,32.1844086,33.96375,33.71633065,31.1925,28.96197666,29.04399451,28.35921986,27.70734386,28.23624114,27.83099579,°C
NAYARIT,1999,30.83038502,31.86799107,33.6967419,35.29622222,36.64408602,35.51904215,33.61512792,33.5812212,33.78735632,33.65261137,32.46950421,29.73435828,°C
NUEVO LEÓN,1999,23.91019517,26.40642445,27.58818601,31.86580442,32.99047207,32.54481812,31.57763009,33.50415372,30.29433332,26.98236077,25.12961131,21.1727137,°C
OAXACA,1999,27.75448966,29.05507519,31.23064516,32.96216933,32.66620839,30.21358974,28.60470202,28.81686938,27.41345029,26.95467469,26.81747229,26.67940275,°C
PUEBLA,1999,22.78741168,24.26743276,26.25452939,29.10137263,28.99277554,27.0871086,24.67373402,25.99383446,24.00634435,22.76287707,21.82697308,21.57208359,°C
QUERÉTARO,1999,22.66407064,24.19695174,27.50576393,30.46833812,30.48596956,28.15406143,25.53387251,26.27310227,24.61025563,22.96284349,22.32581438,22.1149679,°C
QUINTANA ROO,1999,28.96158358,30.09101732,31.72692125,33.44780952,34.12123656,32.26285714,32.16420251,32.99081134,32.51628571,30.93942652,28.41444444,28.60556603,°C
