ENTIDAD,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,UNIDAD DE MEDICION
TAMAULIPAS,1989,25.87086835,24.31762623,29.47443456,31.97789174,35.02646346,35.70293731,34.85854061,33.37923768,32.04182482,30.55129253,28.18307308,19.36177483,°C
TLAXCALA,1989,21.63247139,21.70100151,22.82639131,22.98838889,24.40847793,22.38209921,21.57400255,21.32024194,20.40459039,21.47834101,21.87516667,19.74773852,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1989,26.08408891,25.30768042,27.81737391,30.38684001,32.17349856,31.65491611,29.94831336,29.93100284,28.19045815,28.24931893,27.50052035,22.61417531,°C
YUCATÁN,1989,31.48293285,31.32810318,32.260079,33.97557971,35.66033282,35.7755303,35.02221348,34.56051833,33.16966667,31.9033242,31.30747661,28.74738644,°C
ZACATECAS,1989,23.26472472,24.50802717,25.95837492,28.48373222,31.03620935,31.20308328,28.42293907,26.28387626,26.11796622,26.56232829,24.61697051,19.82821665,°C
AGUASCALIENTES,1990,21.36025563,21.37147266,25.93783233,28.53133674,30.40346033,28.73653846,24.76709677,24.36748893,23.90533333,23.81190662,24.03784722,22.78736011,°C
BAJA CALIFORNIA,1990,20.13363881,20.04363788,22.86270786,25.63969648,28.3296559,33.04144471,34.98223859,33.21138472,32.84265639,30.77418861,25.67681119,19.88069847,°C
BAJA CALIFORNIA SUR,1990,24.14612229,23.99689044,26.86371056,29.21580519,31.16712476,34.41415441,34.60226942,34.7200009,34.66473692,32.94560405,28.57712418,24.64909447,°C
CAMPECHE,1990,31.04576144,31.92547502,32.52363091,34.79912281,36.10387597,35.03789855,34.60728495,33.69450157,33.4379845,32.69611437,31.54503876,30.54854839,°C
COAHUILA  DE ZARAGOZA,1990,21.16109043,22.77569287,24.65653094,28.09991405,32.2787208,34.12225551,30.66302463,30.4912055,28.42954802,26.54230681,24.35934822,21.09492605,°C
COLIMA,1990,31.74331797,32.11885609,33.97162797,34.47435222,34.64910945,32.94006705,32.02845103,32.81001955,32.16078022,33.05978495,33.07892102,32.5359001,°C
CHIAPAS,1990,28.40495496,29.23077545,30.38478242,32.01292903,32.19486035,30.45868879,29.84291114,30.03812809,29.84031182,29.35129528,28.18497141,27.95231855,°C
CHIHUAHUA,1990,18.61636877,19.59834821,23.71269416,27.86264644,30.96271033,33.67520409,28.50731215,27.63601007,26.61538252,24.62131068,21.95685261,18.27504937,°C
DISTRITO FEDERAL,1990,21.32741935,21.8422619,23.29986559,24.19674708,25.25716846,24.59833333,22.63978495,23.08774194,22.05185185,22.27258065,22.57166667,20.81753919,°C
DURANGO,1990,20.45502509,20.81236264,25.58700959,28.06858974,31.34050633,31.61902954,26.59960573,26.37396207,25.80281409,24.51380618,23.54229732,21.22888211,°C
GUANAJUATO,1990,23.69176778,24.39026974,27.02614366,29.29,30.28880097,28.92660377,25.63715205,25.55318356,25.36006433,25.11953405,24.63587578,23.93659568,°C
GUERRERO,1990,31.36237637,31.86565223,33.16508732,34.21549965,33.58800723,31.85068036,30.70531215,31.09502293,30.42017157,30.90488034,31.05883947,30.89258072,°C
HIDALGO,1990,22.16105991,22.28463719,24.3150331,26.19165767,27.46127675,25.41995797,23.69633275,23.74068666,23.03569695,22.30614634,22.24791571,22.43907753,°C
JALISCO,1990,25.8843659,25.95101185,29.59991932,31.99256609,32.89113005,30.529865,27.78088303,28.07169417,27.7663553,27.84607288,27.77986892,26.74150272,°C
MÉXICO,1990,20.86881973,21.13005388,22.89519388,24.33711673,24.09256072,22.5731573,20.71134554,21.21534012,21.01495334,20.98848676,21.41018787,21.0389807,°C
MICHOACÁN DE OCAMPO,1990,26.61232975,26.86129071,29.50341782,31.19138407,30.99125026,28.51333353,26.74930716,27.56400472,26.78152831,26.86185113,27.05988506,26.60929481,°C
MORELOS,1990,28.46495601,29.27825277,31.15315249,32.17248062,30.98556983,29.21151515,27.16834209,28.13843461,27.37792593,27.60556335,27.68782609,27.6387798,°C
NAYARIT,1990,29.51351351,28.72117475,32.18637993,33.96214663,34.72469424,34.19523545,31.47438432,32.59393707,31.91604252,32.36128499,32.71302334,30.27291667,°C
NUEVO LEÓN,1990,21.8474247,23.01558566,24.59639099,27.73882674,31.6343062,33.38127531,30.68331045,31.07838077,28.78331397,26.25610139,23.89198752,21.21215599,°C
OAXACA,1990,28.60130788,28.95295719,29.95856424,31.05485584,30.73920918,29.28333523,28.563324,29.14165655,28.32784091,28.37761279,27.98095665,27.72653425,°C
PUEBLA,1990,23.1482259,24.26854708,25.42505046,27.01711382,27.54405199,26.09956651,25.10672735,25.39807958,25.00644517,23.96200717,23.7280303,23.42203789,°C
QUERÉTARO,1990,23.0492297,23.84324282,26.26145067,28.4661244,29.2210142,27.9384386,25.08949693,25.40304974,25.3365873,24.30990783,24.00466502,23.84143308,°C
QUINTANA ROO,1990,29.39845066,30.50193614,30.63014136,32.30740661,33.98433135,32.89776789,32.85329518,33.17448808,32.46502973,31.56578341,29.58291667,28.32670328,°C
SAN LUIS POTOSÍ,1990,23.6423704,25.18805309,27.44138055,30.29535987,32.41257935,32.19321047,29.39522421,29.29307647,28.15368503,26.60573389,25.60918775,23.82879476,°C
SINALOA,1990,27.10421301,27.30246548,31.32661584,34.5525,36.19764268,37.33999428,33.40620298,34.99618768,34.10878788,33.68464755,31.48685897,27.32580645,°C
SONORA,1990,22.5020401,22.82813453,27.25921814,31.38914193,34.55614855,39.63820635,34.91219642,34.56225423,34.61885261,33.34659377,27.8579575,22.77631909,°C
TABASCO,1990,29.43609173,30.18278061,31.5208852,35.08205128,36.23914392,34.28509442,34.01728111,34.47690409,34.17126437,32.95693299,30.86619387,29.34508112,°C
TAMAULIPAS,1990,25.1562419,27.15283766,28.9897976,31.286,34.48464653,36.00233833,32.8151122,33.21370379,31.48380737,29.29904134,27.6006092,24.90115615,°C
TLAXCALA,1990,20.87539683,21.04387125,22.54280129,23.60026273,24.30989618,22.76179885,21.28745296,21.62339266,21.09090805,21.29607719,21.37124713,21.26525184,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1990,25.01530335,26.73366163,27.12680031,30.08568264,32.63086294,30.96151171,29.72962754,30.02232694,29.28237172,27.7955617,26.45387739,25.02771252,°C
YUCATÁN,1990,31.09415139,31.71712259,32.04228962,33.66581699,35.26966738,34.76019157,34.49667841,34.24478128,33.20623626,32.30579799,31.10647059,30.40029089,°C
ZACATECAS,1990,21.7363791,21.10185048,25.77402559,28.17696538,30.72421228,29.40909658,25.15598484,25.03196489,24.8894631,24.63661285,24.45711438,22.71955607,°C
AGUASCALIENTES,1991,21.86883749,23.71432318,28.09173669,29.87467949,31.3575813,29.05064103,23.13843291,25.93242809,23.45096154,23.60583127,22.88525641,20.82025969,°C
BAJA CALIFORNIA,1991,20.30953402,24.14736517,20.17574754,24.6287556,26.66123755,28.61335682,30.95683108,32.62110309,31.89106993,30.34782386,25.37702824,19.75602598,°C
BAJA CALIFORNIA SUR,1991,23.81944048,26.18164044,26.29857265,29.74429429,30.10129807,32.588028,33.4781106,35.39413041,34.32443516,32.79825006,28.02507788,23.52618178,°C
CAMPECHE,1991,31.71407105,32.20446429,35.35153019,37.1398374,36.77606902,35.49457364,35.05349909,34.9907391,33.65806878,32.84065696,30.89802976,30.34243378,°C
COAHUILA  DE ZARAGOZA,1991,20.13396743,21.62936381,27.78905544,29.85560432,31.96317926,32.87566285,30.5256162,32.03686001,28.00781295,27.54349122,22.21780864,19.0937464,°C
COLIMA,1991,31.11733464,32.76106212,32.76793744,33.36364479,33.2955408,33.80935214,33.11540856,33.12005539,32.25457516,32.49301075,32.38555305,32.43942074,°C
CHIAPAS,1991,29.74446507,29.73001316,32.50090232,33.57351724,32.59762298,31.57375897,30.78496055,30.95044477,30.03378183,29.4364924,28.47127826,28.37528365,°C
CHIHUAHUA,1991,17.34132935,19.22798133,22.61053655,27.48266513,31.68568265,33.537295,28.54795415,28.79210248,26.33811309,26.69271567,20.86912801,16.64079011,°C
DISTRITO FEDERAL,1991,22.60164432,23.68668831,28.20087977,27.86071429,27.11451613,23.98589744,22.37419355,24.99870968,22.88636364,22.16129032,21.88056426,21.38758065,°C
DURANGO,1991,21.12390772,21.97074074,26.70118846,29.21255411,32.2365782,32.02394383,26.2590951,27.66561862,24.9629408,24.76738683,21.862625,18.09685586,°C
GUANAJUATO,1991,23.74769053,25.05074914,29.31699801,30.83425397,31.62268021,29.04242138,24.97852594,26.83545777,24.7927944,24.00215054,23.58714744,22.66745485,°C
GUERRERO,1991,31.33683492,32.41256934,33.78212499,34.81855257,34.90932392,32.73459936,30.99242811,31.47137652,30.08251634,30.51338728,30.64641899,30.45434889,°C
HIDALGO,1991,22.21989247,22.5332899,27.89614829,28.8183847,28.21627766,25.29795019,22.90718475,24.62720756,22.57584953,21.60739849,21.09827586,20.87357475,°C
JALISCO,1991,26.61173911,28.27187044,31.5410357,33.00200787,33.9577592,32.32267466,27.60947452,28.8359157,27.24590761,27.67127281,26.9032646,25.59980673,°C
MÉXICO,1991,21.10022615,22.0795704,25.85446473,26.36400838,25.60980638,23.07065735,21.10442295,22.14101313,20.68748304,20.6433985,20.50876581,20.35975844,°C
MICHOACÁN DE OCAMPO,1991,26.66708486,27.90658541,31.29639017,32.57826921,32.73115657,29.90549419,26.15825653,27.26729391,25.41671485,25.87042335,25.19223317,24.80847007,°C
MORELOS,1991,28.33067948,29.77211246,32.45010295,33.78531915,32.59172272,30.27217391,28.14109397,29.21837307,27.36065217,27.69018233,27.45862319,27.21465638,°C
NAYARIT,1991,29.86339124,31.39452003,32.90531118,34.35247845,34.8387413,35.35116633,32.21523669,33.04317367,32.59978992,32.93382209,31.46261631,30.03845,°C
NUEVO LEÓN,1991,19.21152283,21.99909986,28.50013497,30.49659004,31.67910728,32.19779231,30.86159978,32.85897111,28.01477268,27.64486113,22.00303148,19.70744805,°C
OAXACA,1991,27.3588607,27.70404677,30.7196608,31.80002956,31.29053969,29.06911076,27.81232649,28.40138736,27.27874377,26.89056628,26.53393164,26.1823599,°C
PUEBLA,1991,23.30680778,24.36639247,28.16733871,28.79937091,28.13115836,25.92187943,24.25406372,24.95743216,23.47054945,23.23983274,22.88108247,22.57808848,°C
QUERÉTARO,1991,23.75577426,24.40113621,29.54917232,30.92778822,30.30771003,27.44765224,24.10837322,26.32616487,23.80091954,23.04098381,22.69176,21.92845442,°C
QUINTANA ROO,1991,29.6344086,30.3081261,32.5359001,33.42225806,33.70613944,33.59333333,33.39958377,33.62537634,32.46293698,31.60678532,29.36774194,28.71129032,°C
SAN LUIS POTOSÍ,1991,23.15254212,24.00925207,30.83759248,32.34497089,33.38650824,31.40837,26.94104128,30.21248595,26.95340939,25.9603058,23.15833258,21.74279431,°C
SINALOA,1991,26.91590753,29.47789317,30.12244898,34.11088435,35.35555625,37.31076389,34.48225806,35.52141935,33.67057692,34.26275976,30.0245283,26.36225806,°C
SONORA,1991,21.91911666,25.51327546,25.18877258,30.75071803,34.2023289,37.41089409,36.59567318,36.21794675,34.3535227,33.86725227,27.36347008,21.54117812,°C
TABASCO,1991,31.13194586,29.4432398,34.84176466,37.52971264,37.26561883,36.03076923,34.89599835,35.56802259,33.60871795,32.44682131,29.53858974,28.9676129,°C
TAMAULIPAS,1991,23.5340668,25.8595077,32.44153436,33.98995511,34.57611085,34.3698243,31.33431887,34.75606941,30.40848129,29.84358652,24.42261194,23.07108776,°C
TLAXCALA,1991,20.91315789,22.63753829,26.58410456,26.48467208,25.17640382,22.55917725,21.3080227,22.10606332,20.72231354,20.08807935,19.77054949,20.31733871,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1991,24.81521554,25.07181287,30.93652927,32.88654894,33.27103548,31.38525054,29.49220817,30.36069981,28.47647445,27.44541479,24.60802198,23.6872765,°C
YUCATÁN,1991,31.29905772,31.39290212,34.21966501,36.15100412,36.11726044,34.886838,34.71229458,34.64759887,33.42470912,32.56542819,31.20114539,30.20934928,°C
ZACATECAS,1991,21.5896121,23.04983845,27.60811041,29.44952733,31.73542479,29.85942581,23.96591275,26.7227702,24.37173546,24.26109733,23.16695095,20.55121858,°C
AGUASCALIENTES,1992,17.49844913,20.79551367,24.79255583,25.66119584,27.07063609,28.82692308,26.75499696,25.51612903,25.34150943,23.10346926,22.22433312,22.89561777,°C
BAJA CALIFORNIA,1992,20.15999724,21.98903291,21.73056701,27.47713391,28.16310428,30.903036,33.58385544,34.93440745,34.44703227,29.3326469,24.49843713,19.00333674,°C
BAJA CALIFORNIA SUR,1992,22.49815387,24.57303395,26.08914633,29.85379505,31.79233978,34.51823394,36.05879918,35.35429598,35.78297759,33.41130011,28.11826923,24.2964656,°C
CAMPECHE,1992,30.05381494,31.29579788,33.96033724,34.24827053,34.63355521,35.09314625,33.9221652,33.89546851,32.57996124,32.14812453,31.50436508,31.25941778,°C
COAHUILA  DE ZARAGOZA,1992,15.51265207,19.933938,24.22014025,26.52131077,28.43241935,33.45750546,33.30686679,31.9129397,30.19651409,27.96652369,22.38375265,21.49821259,°C
COLIMA,1992,29.02746823,29.84496523,32.73583175,33.20539216,34.87969027,34.74524208,32.65877322,32.81427175,32.22565657,31.89827957,31.98844444,32.12266385,°C
CHIAPAS,1992,28.39420718,29.49327877,31.86560593,32.38504505,31.83884045,31.2133269,30.18981713,30.50761018,29.89217399,29.72484119,29.25901679,29.13960058,°C
CHIHUAHUA,1992,13.31845905,17.66292113,21.87726791,27.07976278,28.61148673,34.12349335,33.17819105,30.3038754,30.28943243,27.82522734,19.96261671,18.52125218,°C
DISTRITO FEDERAL,1992,20.79372167,23.23107927,27.28005865,25.404,24.26935484,26.20666667,24.17096774,23.50604839,22.88222222,21.93899431,21.2462963,22.0850398,°C
DURANGO,1992,15.29813653,19.43465304,23.41941764,26.32219409,28.19555977,32.65598485,30.09759036,28.09520063,27.4351004,26.22166731,21.74477912,21.85660897,°C
GUANAJUATO,1992,20.17754839,22.52474585,26.32140225,26.82699447,27.35122444,28.12005508,26.5813783,25.45487163,25.54209195,23.88113799,23.40623398,23.68330964,°C
GUERRERO,1992,29.781975,30.41023692,33.48830268,34.34001731,34.29593224,32.98333333,31.54079989,30.91038307,30.31448823,30.67585832,30.65419341,30.60944946,°C
HIDALGO,1992,19.08040175,21.49622774,25.19301878,24.51648771,24.30200931,25.54549808,23.98656716,23.839937,22.81669181,22.23516383,21.75609375,22.41851168,°C
JALISCO,1992,22.2125195,25.04455156,28.70506707,30.06877691,30.98380365,32.33878794,28.99994535,28.14956015,27.65061609,27.04444341,26.12253128,26.23609287,°C
MÉXICO,1992,18.46807347,20.16117743,23.83715898,23.07670503,22.30060013,23.16808127,21.70077447,21.40340966,21.23059191,20.62750742,20.07131454,20.91516824,°C
MICHOACÁN DE OCAMPO,1992,21.68279227,24.06607666,28.36660432,28.79187279,29.29013847,29.89281746,26.91449141,26.1582478,25.6456705,25.11069642,25.12955967,25.74454593,°C
MORELOS,1992,26.48681627,27.22214559,30.72050179,31.41140741,30.54165498,29.39695652,28.34284713,27.5526648,27.44688406,27.96781206,27.58057971,27.90217391,°C
NAYARIT,1992,25.96220979,27.66101337,31.59962049,33.36380325,35.16871903,35.58775663,33.20609319,32.88615591,32.95071839,32.56651732,30.95416667,30.14560932,°C
NUEVO LEÓN,1992,16.33910278,20.8537527,24.94735559,26.46902045,27.77286517,32.88390805,32.73162261,31.42641192,30.32110795,27.49385471,21.85352935,21.43465164,°C
OAXACA,1992,26.11809842,27.11105041,29.72793372,29.74254996,29.45514816,28.96220298,27.80601431,27.66201956,27.17052173,27.36664027,26.95179741,26.99140474,°C
PUEBLA,1992,21.78861736,22.75667007,25.75303189,25.74348215,25.39103028,25.83517975,24.94196542,24.41260761,23.88895769,23.7071814,22.84464815,23.78607539,°C
QUERÉTARO,1992,19.228198,22.2981931,26.24833851,26.02409876,26.11330645,27.74614439,26.5202178,25.33712159,24.93752747,23.12219293,23.38836364,24.69868176,°C
QUINTANA ROO,1992,28.4685744,29.15592672,31.6956416,32.36541667,32.54915728,33.17075269,32.25610723,32.66896552,32.07689655,31.04938253,30.20642857,29.35677419,°C
SAN LUIS POTOSÍ,1992,18.66099718,22.61683969,26.48395697,27.55520522,28.72639866,31.15837462,29.2377594,29.56018911,28.5957105,26.05031959,24.16483488,24.5876908,°C
SINALOA,1992,24.33734978,26.5265252,29.18077957,33.17948718,35.77165134,37.86760989,35.12870309,34.37977531,35.13901099,35.2988404,30.76773333,27.87548387,°C
SONORA,1992,20.89607533,23.12908171,25.18193559,31.34018092,34.47939879,38.53447162,37.57436073,35.29341582,36.42139536,33.90557489,26.22947576,21.80586441,°C
TABASCO,1992,27.584,29.63128991,32.78805257,34.5575641,34.88573201,34.88025641,34.17828784,34.40756824,33.24061729,31.74384707,30.63703704,30.22951016,°C
TAMAULIPAS,1992,19.58745132,24.682095,28.11348992,29.4534364,30.48897004,34.54683099,33.21012797,33.82391506,32.55103118,29.51343318,24.75868977,24.8331289,°C
TLAXCALA,1992,19.05591398,20.78776611,24.10227854,22.31550505,22.05455486,23.51143534,21.97222222,22.14628662,21.54863793,21.28896569,19.9395457,21.71509175,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1992,22.17569275,24.4418204,27.62427441,28.61100547,29.3824592,31.3282086,29.38662488,29.30026554,28.41836956,27.82728052,25.57715957,26.26708441,°C
YUCATÁN,1992,29.61863479,30.65168235,33.12895929,33.59393553,34.06588661,35.03432397,34.01250184,34.17536901,33.39349706,32.42377908,31.35298857,30.44950804,°C
ZACATECAS,1992,17.03310578,20.16238692,24.41582606,25.88726638,27.37155757,30.28044659,27.60053989,26.56361274,26.12282457,24.08787141,21.97755166,22.67805664,°C
AGUASCALIENTES,1993,21.89957395,24.23836977,25.38027295,27.7163522,28.65733414,28.43584906,26.07364577,26.7194157,25.15947712,25.85452245,25.40384615,24.0626186,°C
BAJA CALIFORNIA,1993,19.19446572,20.07553604,23.61830652,26.29716601,27.56720553,29.78149744,30.67094816,32.51816945,31.71484546,28.99850894,24.41118846,21.52249815,°C
BAJA CALIFORNIA SUR,1993,24.73386198,24.85185464,28.40198076,30.24709877,30.69769162,33.36519152,34.52199942,34.95422842,33.43254545,33.20875895,28.24929577,25.63388604,°C
CAMPECHE,1993,31.24708305,32.1217127,32.94216954,34.88833333,34.71226131,33.94642857,33.99950077,33.44048943,33.11328042,32.87455401,31.96704807,31.51556033,°C
COAHUILA  DE ZARAGOZA,1993,20.43618709,22.18257468,25.01230856,28.98314095,30.89807975,31.97347114,33.26328676,33.41453922,29.91152368,27.64675838,23.27782526,22.47033843,°C
COLIMA,1993,31.97587162,32.95603019,33.77324088,33.93064516,34.79159946,33.84344877,32.76379368,33.01488575,32.25925926,33.25567876,32.5908046,32.52129032,°C
CHIAPAS,1993,29.07295236,30.18100529,31.29427831,32.76380311,32.64137058,31.18457711,30.49638428,30.05700461,29.85863309,29.54541295,29.38906892,28.96108663,°C
CHIHUAHUA,1993,18.11240568,19.85276481,23.23663143,27.25649087,30.36131568,34.12553874,30.65465013,31.45959777,28.05294289,25.86394173,21.64858216,19.60614953,°C
DISTRITO FEDERAL,1993,22.10396168,23.57291667,24.77553763,25.88194444,25.02284946,24.08972222,23.25953079,23.36438172,21.93333333,23.51644779,23.24242424,21.93676905,°C
DURANGO,1993,20.55404845,22.42095606,24.96845878,28.16641015,29.65973716,31.26706349,28.85508672,29.34527931,25.3811245,25.42769473,23.02874425,21.65316607,°C
GUANAJUATO,1993,23.43225669,25.16362131,26.57203376,28.87394641,29.41959819,28.49471839,26.19580141,26.78267025,25.45361444,25.89936068,25.72813804,24.53459766,°C
GUERRERO,1993,30.68408982,32.02872139,32.96641542,34.00698891,34.95746448,33.14344214,30.97492661,31.35618013,30.38236744,31.31874255,31.43186027,31.34469568,°C
HIDALGO,1993,22.3875748,23.77245671,24.78072459,26.6380405,26.28390023,24.948549,24.01789555,24.16467222,22.62875655,23.58625564,23.28581317,23.12731604,°C
JALISCO,1993,25.96181762,27.95683451,29.43132871,31.18834196,32.00917822,31.4563772,27.856987,28.35508292,27.82587201,28.61000597,28.24483215,27.56263171,°C
MÉXICO,1993,20.74903853,22.29454944,23.18050374,24.71681582,24.66296299,23.3685629,21.4487915,21.64507058,20.72387883,21.5202689,21.59362829,21.10630936,°C
MICHOACÁN DE OCAMPO,1993,25.75830182,27.31535354,28.75126532,30.51235424,31.37581956,29.94533785,26.57936579,26.6874568,26.24403234,27.0685207,26.98699187,26.58856294,°C
MORELOS,1993,27.99297491,29.61206349,31.0483871,32.45021739,32.89635344,31.10688889,28.51591398,29.34580645,28.02888889,28.48172043,28.3822963,27.94,°C
NAYARIT,1993,29.04183094,30.57476657,31.89098672,34.02647059,34.5257432,34.86372549,32.80184332,32.95325567,32.4746276,33.00404906,31.78161905,31.31701997,°C
NUEVO LEÓN,1993,20.08508379,22.58341118,25.05191322,28.83306705,29.81045982,30.26252486,32.44734048,32.72199037,29.36851852,26.79928718,23.03414169,21.8644954,°C
OAXACA,1993,26.92364491,28.41388561,29.42604356,30.75777326,30.82356935,28.93619883,27.77051674,27.67486984,27.31493097,27.48919045,27.23230108,26.96375787,°C
PUEBLA,1993,23.29585254,23.90078947,25.34357079,27.05486077,27.04285229,25.89394265,24.62342216,24.54628331,23.75068841,24.67119545,23.68572231,23.03233973,°C
QUERÉTARO,1993,23.8352924,25.74628653,26.34543276,28.22025457,28.82619758,27.4620662,26.65286005,26.93713206,25.74677813,26.01101703,24.74985185,23.74422002,°C
QUINTANA ROO,1993,29.09489446,29.80916667,30.61167964,32.01032258,32.58013915,31.77627273,32.57575083,32.58917051,31.89233333,31.62655914,30.506125,29.50564516,°C
SAN LUIS POTOSÍ,1993,23.81323167,25.49554256,27.5579434,30.09107869,30.27016042,29.21948445,29.06271632,29.57805192,27.69011381,27.05078314,24.58620802,23.97205138,°C
SINALOA,1993,28.03812903,28.65133053,31.08236102,33.9115942,35.04554361,37.73754529,35.59227307,34.98229391,33.67520479,34.30404501,30.04275362,28.92245321,°C
SONORA,1993,22.07463259,22.72578465,27.6787886,31.99682667,34.79152268,38.68479657,36.44669808,36.57635916,35.05219011,32.60254683,26.1820063,23.84517954,°C
TABASCO,1993,30.38260369,31.65738916,33.02718894,35.10356322,35.5727957,35.42827586,34.78498925,34.13580645,33.71561111,32.03473118,31.11911111,29.58076464,°C
TAMAULIPAS,1993,23.64234297,26.05437633,28.72224545,31.6434667,32.07495818,32.13051819,33.05230272,34.44805574,31.66406019,29.16991437,25.17336957,24.4090178,°C
TLAXCALA,1993,21.25929543,22.81833498,23.53517096,25.09071957,24.66022177,23.729841,22.63269723,23.10257538,21.455,22.84375455,23.25376068,22.52988351,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1993,25.62859474,26.88845249,28.01008836,30.21237028,30.68799577,30.03131912,29.79230125,29.44122598,28.71661128,28.04661607,25.88639196,25.13477063,°C
YUCATÁN,1993,30.53989194,30.54133412,32.11100361,33.2636416,34.26924939,33.24884087,33.68996874,33.57053241,32.98114993,32.37242639,31.57230669,30.68011085,°C
ZACATECAS,1993,21.53814253,23.67207382,24.87101671,27.72357929,28.83927639,29.38597069,27.19090748,27.56807298,25.20475321,26.13973383,24.67566071,23.44805235,°C
AGUASCALIENTES,1994,22.83422939,25.3452381,27.01505376,28.04691358,30.90925926,27.37222222,27.91696535,26.08154122,25.37777778,25.82019116,25.76975309,24.17681071,°C
BAJA CALIFORNIA,1994,21.73930497,20.64835391,23.09086988,25.35111914,26.39093609,31.61121132,33.03603682,34.25541716,32.82979103,28.09502546,21.84543731,19.56441454,°C
BAJA CALIFORNIA SUR,1994,25.79931386,25.56748299,27.53114688,29.72649939,30.84973453,33.79088582,35.29534739,34.74835547,35.21880952,32.11011425,27.71777655,23.84224647,°C
CAMPECHE,1994,30.78972521,32.2730897,33.65327256,36.0248062,36.34792627,34.78968254,34.88133641,34.37250384,33.31880342,33.45725806,32.21375,31.10556934,°C
COAHUILA  DE ZARAGOZA,1994,21.38561269,23.34996989,26.5424969,30.14062438,31.95892336,34.03382407,34.38509899,33.09132289,31.1662325,28.71132629,26.54510609,21.24832287,°C
COLIMA,1994,32.48578047,32.42783657,33.54804886,33.66824521,33.97240143,33.18476085,32.79226115,32.13516652,33.03084985,31.51753834,32.80357399,31.28983871,°C
CHIAPAS,1994,28.94245411,29.88944548,31.57216701,32.62480064,32.2954977,30.87989589,30.98288203,30.3483229,29.9645252,30.28225806,30.0812782,29.43244978,°C
CHIHUAHUA,1994,19.56700037,22.1706858,24.07866148,28.88413465,32.4899723,35.16006758,33.90862431,32.65735839,30.23422284,27.32357151,23.82087019,18.99955197,°C
DISTRITO FEDERAL,1994,22.06535816,24.63113276,26.82994624,26.37146506,27.04121864,24.53030303,24.4941349,23.74486804,23.0125,24.13709677,23.67813283,22.50980908,°C
DURANGO,1994,20.78315412,24.06159612,25.11839904,28.02796748,31.77912186,31.03192855,30.73195796,29.21071429,27.97690763,26.54485592,25.34812469,21.6256501,°C
GUANAJUATO,1994,23.89022871,26.13079581,28.33540627,28.98735427,30.95279463,27.85422618,27.69943601,26.65631984,25.84602747,26.58995699,26.212087,25.3121828,°C
GUERRERO,1994,30.87035097,31.58055131,32.99620863,33.94065279,34.73205853,32.17407549,32.07266366,31.14615766,31.09003819,31.19987794,31.78197279,31.51432457,°C
HIDALGO,1994,22.01361047,24.10672859,26.33753906,26.51778872,26.91130292,25.00799731,24.73463909,23.97734698,23.45876923,24.02859238,24.16623656,23.12928478,°C
JALISCO,1994,26.9591093,28.80062764,30.65811747,31.83218452,33.62156086,30.82006322,29.92601696,28.60830782,28.58050442,28.53552399,28.86370116,27.8861358,°C
MÉXICO,1994,20.87178216,22.59164883,24.54851818,24.49056954,25.36839468,22.30045965,22.18424332,21.11822513,20.89350463,21.3950624,21.98199928,21.60338236,°C
MICHOACÁN DE OCAMPO,1994,26.09399607,27.8604949,30.01229347,30.83714466,32.21079637,28.27971127,27.83836812,26.6104693,26.74459873,27.28684478,27.79340336,27.10623593,°C
MORELOS,1994,27.9851173,30.07305195,32.3653959,32.90583333,33.13966276,29.17401515,29.81451613,28.47793255,28.46007576,28.46803519,29.03765151,28.85315249,°C
NAYARIT,1994,31.07189638,31.98559003,32.98246363,34.3453202,35.81429475,35.55931966,34.49700668,32.93355735,33.55576309,32.57326806,32.8156156,31.47566432,°C
NUEVO LEÓN,1994,20.36091729,22.31594399,25.81203703,28.65787908,30.46019742,32.66538611,33.57512686,31.63041918,29.69175162,27.99310811,26.49818706,22.16556684,°C
OAXACA,1994,27.82117909,28.67305606,29.8989281,31.22396135,31.17580645,29.92019363,29.62860371,28.77948189,29.44577046,29.04204913,29.2707173,28.61985112,°C
PUEBLA,1994,22.61424076,23.87543554,26.42768817,26.90579365,27.21110903,25.44287216,25.55249148,24.44866247,24.13699163,24.39658005,24.43444444,23.18527165,°C
QUERÉTARO,1994,23.74155598,26.32438873,28.4634653,28.81149856,29.85525216,26.87547364,27.53466288,26.43512261,25.94743163,25.97545569,25.88998382,24.51139593,°C
QUINTANA ROO,1994,28.6781106,30.31313775,31.04493882,32.42494253,33.71900922,32.98190476,33.45266306,33.52185728,32.4908046,32.53194589,30.76244444,29.39483871,°C
SAN LUIS POTOSÍ,1994,23.04651842,25.37396189,27.68533322,29.55715085,31.13063828,30.57233726,31.24543597,29.80941801,27.98300208,27.64475961,27.17658476,24.30846049,°C
SINALOA,1994,29.62773688,30.08714286,31.42857143,34.23780488,36.51190476,37.12579365,36.91450935,35.04147465,35.68849206,34.51217358,30.99541667,27.27261998,°C
