ENTIDAD,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,UNIDAD DE MEDICION
NAYARIT,1989,11.62424987,12.86183084,13.05582592,15.25133053,16.89569893,20.91391143,21.20038315,21.38953106,21.19344538,20.15938556,16.0227027,13.77464158,°C
NUEVO LEÓN,1989,7.841720806,6.856338453,8.722718595,12.96188749,16.97134474,18.06030355,17.72799873,17.77142971,15.23677903,11.77723551,9.547286004,3.119499013,°C
OAXACA,1989,13.59757094,13.06474863,13.22782033,15.7454682,17.37252833,17.39549501,16.90819984,17.01557719,16.87159109,15.23095298,15.03051724,12.99095521,°C
PUEBLA,1989,6.827072393,6.71368861,7.893244782,10.27534358,11.98624187,12.70197148,11.60155165,11.86565696,11.74524225,9.523746527,9.214163516,7.392082112,°C
QUERÉTARO,1989,6.865750887,6.365842491,6.32147708,8.790964912,11.38655914,12.19567568,11.47648939,12.12188317,11.20501587,7.763953599,8.282615384,5.368496987,°C
QUINTANA ROO,1989,17.16479351,16.20288787,17.18108199,19.38303379,21.11993356,22.47023914,21.81584315,21.58083184,21.59795699,20.16333147,20.29595982,16.85313412,°C
SAN LUIS POTOSÍ,1989,10.92510933,9.127579296,9.512945299,13.36743041,16.42860727,17.30257816,16.84826949,17.0293298,15.38529815,11.96294133,11.59581191,6.422378089,°C
SINALOA,1989,9.110176651,11.41583739,12.29393771,14.76890805,17.12572707,21.5512987,23.62338371,23.00706288,22.17685185,19.43584229,15.32060238,11.68877516,°C
SONORA,1989,3.968505177,7.153761534,8.928939576,12.28802166,14.71375974,19.07782188,22.53250898,21.44440965,19.90888819,14.5936728,9.25091437,5.614169818,°C
TABASCO,1989,19.48626045,18.86479522,18.9025641,21.53141026,22.81298288,23.20402998,22.80683116,22.85713498,22.62428506,21.58112055,21.3719224,18.39875931,°C
TAMAULIPAS,1989,13.14300688,10.93888547,12.5330756,17.08452788,20.99421815,21.75848339,21.11284663,21.26705184,19.22745616,15.80812647,14.98480627,6.263264869,°C
TLAXCALA,1989,1.890529555,1.726473923,2.392216835,4.63555698,6.600093629,7.896874314,6.840306169,7.473531409,7.461815569,3.826649982,4.330984401,1.801303356,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1989,14.23488729,12.97975516,13.75601942,16.51476363,19.09842993,19.43889507,18.73119293,18.90046424,18.43700057,16.29307115,16.33613359,11.93495595,°C
YUCATÁN,1989,16.47317314,16.29269312,17.03445139,18.66455272,20.6627957,21.5955814,20.99236821,21.1237408,20.92908333,19.23057474,19.20364341,15.98796223,°C
ZACATECAS,1989,4.039791056,4.826220201,5.131656525,8.655927364,10.72750423,13.14023173,12.85613155,12.77999114,11.07514002,7.884870712,5.777390181,3.258225634,°C
AGUASCALIENTES,1990,4.81253804,4.884457672,6.908395368,9.011992945,12.62137713,13.30961538,12.79290323,12.36799494,11.95293333,9.963613932,5.620833333,3.439763002,°C
BAJA CALIFORNIA,1990,5.20488982,4.947598341,7.460361084,10.41841039,10.89884719,15.25891548,18.69052952,17.21355133,16.27474779,12.66999746,8.902318961,5.053503198,°C
BAJA CALIFORNIA SUR,1990,8.32079441,7.442539601,9.932501698,12.2748033,13.9035375,18.30473856,21.2295305,21.04344184,20.87098216,17.34029096,13.59771242,10.80283858,°C
CAMPECHE,1990,17.08852213,16.73135116,17.19767442,19.25701754,20.68014504,20.58152174,20.33040323,20.33389441,19.83868217,18.59076246,17.85271318,16.68620968,°C
COAHUILA  DE ZARAGOZA,1990,5.883795206,7.156530418,9.311695752,12.25857327,15.98386186,18.22120852,17.19170694,16.55725325,15.24104637,11.45315366,8.79823233,5.476981206,°C
COLIMA,1990,14.58940092,14.68289431,15.10191754,16.33142292,19.17298603,19.79722222,19.42414996,19.72922776,19.18282828,19.73333333,18.0044086,16.15148283,°C
CHIAPAS,1990,15.29112108,15.51784509,16.70243321,18.25545561,19.38371069,19.27033655,18.57133217,18.51255273,18.79910827,18.12197551,17.02483883,15.71070645,°C
CHIHUAHUA,1990,-0.497062932,0.207685335,4.498809214,7.984809982,12.04350563,16.5472,16.3168512,14.69180965,13.17307048,8.431934359,4.554164076,0.98555725,°C
DISTRITO FEDERAL,1990,5.024283154,5.662202381,6.940860215,8.374159357,9.887672811,10.26833333,10.46446237,10.18709677,10.13333333,9.259677419,7.001666667,4.77876387,°C
DURANGO,1990,2.645548387,2.59253663,5.923060157,8.106410256,11.94426296,14.57742616,13.95046022,13.58270289,12.71316039,9.806038048,4.818666667,3.198015418,°C
GUANAJUATO,1990,5.847943178,6.590699946,8.348693212,10.95969697,13.32821059,13.64937107,13.03064014,12.81816546,12.15509611,11.02367085,7.153180428,4.877060397,°C
GUERRERO,1990,15.89806107,16.98195768,17.85542449,19.44233774,20.30025401,19.72294118,19.24947899,19.09191572,18.93664216,18.9472014,17.41797317,15.94848043,°C
HIDALGO,1990,5.414996041,5.562868481,7.157596981,9.663909588,10.88882354,11.23174863,11.58566243,11.30018343,11.65250321,9.956143369,7.201,4.414613378,°C
JALISCO,1990,7.63455817,8.267453032,9.415826495,11.51754121,14.79843754,16.27062232,15.5746085,15.4769268,15.01765116,14.08418021,9.651571647,7.345943133,°C
MÉXICO,1990,3.618164733,4.338014408,5.356619887,7.526518052,9.0652337,9.424057061,9.487508627,9.50232531,9.347244571,8.440205307,5.651556848,3.062062525,°C
MICHOACÁN DE OCAMPO,1990,8.835262843,9.715233762,10.53466645,12.79774687,14.81130568,15.05390775,14.75918681,15.16691581,14.29066787,13.40627858,10.34777778,8.18668333,°C
MORELOS,1990,10.41583578,11.59691558,13.03262463,14.83106121,16.5653348,16.56045455,15.74171043,15.35381345,15.65864387,15.10063114,12.54652174,10.31107994,°C
NAYARIT,1990,13.91973264,13.59498069,13.71605436,15.34691519,19.36251301,21.52548387,21.07764977,21.29227994,20.95645161,20.73891086,17.26582724,14.76191196,°C
NUEVO LEÓN,1990,6.945481109,8.045149651,10.57087631,13.9543603,16.86416411,18.74594912,17.5509616,17.52413935,16.6057146,12.35096512,9.653340556,5.344279695,°C
OAXACA,1990,13.38669563,14.22900839,14.80788205,16.69659453,17.29133259,17.11038532,16.62162577,16.87825916,16.53530475,15.81438644,14.21232963,12.5160269,°C
PUEBLA,1990,6.967452824,8.4,9.439723851,11.63160643,12.8306586,12.9255,12.60681728,12.20992372,12.28694219,10.61507877,8.469653836,6.114902964,°C
QUERÉTARO,1990,6.417960133,6.904353891,8.164255172,10.49329346,12.5952509,12.85521053,12.65421012,12.4150632,12.03571429,10.7971464,8.130238095,5.299727354,°C
QUINTANA ROO,1990,18.28334658,18.12113239,18.26843414,19.35979167,21.45707596,21.74419355,21.43449879,21.3940009,21.14467301,19.86052611,18.88742956,17.70777253,°C
SAN LUIS POTOSÍ,1990,9.11869201,9.188654188,11.74818242,14.53160248,16.79681481,17.62529469,16.87173556,16.9232456,16.60671177,14.19886028,11.49168662,7.565731776,°C
SINALOA,1990,10.63119438,10.05751724,11.5624844,14.25934524,18.49741522,24.03541452,22.8884738,23.08961877,22.41272727,20.42174433,16.12096154,13.07295388,°C
SONORA,1990,4.506498672,4.787911588,7.767349339,11.01385597,14.13310655,21.01688284,21.57300687,20.20642481,20.06615423,14.78562336,9.667544817,6.335443692,°C
TABASCO,1990,19.59163649,19.41696429,20.11630206,22.62282051,23.64340364,23.18357143,23.08700077,22.72868321,22.64505747,22.04688095,20.5855665,19.27994846,°C
TAMAULIPAS,1990,11.46379166,12.39804308,14.97104364,18.36685714,20.66877775,21.9574786,20.95977482,20.99745703,20.4181131,16.74668773,14.5117422,10.17763285,°C
TLAXCALA,1990,1.983717358,3.108296044,3.666673649,6.256349206,8.162041157,8.4345,7.993810988,7.508629032,7.767655173,6.830734149,3.870666667,1.731315497,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1990,13.84322249,14.20136814,15.43783342,18.18514813,19.86520671,19.51662133,18.85542037,18.9534907,18.85173654,17.57488003,15.49737513,12.78895716,°C
YUCATÁN,1990,17.54667811,17.50808567,17.79193407,19.18183812,21.08635484,21.24490196,20.77468691,20.99556274,20.31935652,19.34522504,18.44011494,17.06593527,°C
ZACATECAS,1990,4.48780278,4.710609878,6.639816544,8.65945055,12.29369174,13.75305572,13.20774835,12.78435346,11.98595476,10.1674513,5.61852186,3.73777104,°C
AGUASCALIENTES,1991,3.19775253,4.640796703,5.803675592,8.858653846,10.86959645,12.72564103,12.8776842,12.04934059,11.80096154,8.790818859,5.664102564,5.599028835,°C
BAJA CALIFORNIA,1991,5.792610947,7.352711349,6.48482651,8.071490262,9.630817463,12.24600934,15.39310043,16.34891536,15.50876569,13.41342726,8.521839479,6.045073299,°C
BAJA CALIFORNIA SUR,1991,8.847844705,9.27431677,9.854016858,11.52747748,12.32383028,15.01434616,18.25567396,20.69517609,20.11111503,17.46756966,11.65165968,9.59059647,°C
CAMPECHE,1991,17.3896174,16.56928571,18.24979322,20.61878049,20.40291323,21.10542636,20.5362153,19.97037989,20.04087302,19.60510565,17.36464655,17.817453,°C
COAHUILA  DE ZARAGOZA,1991,5.09955518,6.59591228,10.33881082,13.32577087,16.21732868,17.94817148,17.65304475,18.07568807,15.63993367,12.7506617,7.513751124,7.676569331,°C
COLIMA,1991,14.27859238,14.85383598,14.47702835,15.77802083,17.49667932,18.83414141,19.26538596,19.19403715,19.43839591,18.88169137,17.73148059,16.53969823,°C
CHIAPAS,1991,15.84423963,15.45077121,16.55304659,18.73600457,19.23169599,19.35898728,18.62814261,18.50868929,18.66046586,18.19595662,16.51233333,16.55715239,°C
CHIHUAHUA,1991,0.237452324,2.604126849,4.430118731,7.36216705,11.10038993,14.28833116,15.66715341,15.46390169,13.18528115,8.075597638,2.47268315,1.88843762,°C
DISTRITO FEDERAL,1991,5.138210445,6.576298701,8.01026393,9.610714286,10.60483871,10.98064103,10.52741935,10.8,10.46212121,9.09516129,6.152121212,5.367822581,°C
DURANGO,1991,2.641986525,3.796904762,6.393845501,9.134415584,11.76180754,13.92404067,14.11793884,13.79305839,12.81997468,8.816444312,4.782916667,4.743282973,°C
GUANAJUATO,1991,5.607216217,6.759572141,8.576524752,11.24990476,13.22550777,13.54971698,12.87882869,12.29036732,12.05805031,9.897139379,7.301634615,6.857036225,°C
GUERRERO,1991,15.65846454,16.80901761,17.54611147,18.96059749,20.56574108,20.04351648,19.52599843,19.30257253,18.91334798,18.56453767,17.08567806,16.32619499,°C
HIDALGO,1991,5.310589769,5.529222933,7.634649334,10.00867941,11.18253965,11.86959596,11.51099707,10.3106364,10.64562083,8.832643235,5.839154229,5.722115873,°C
JALISCO,1991,6.656923497,8.259512139,8.476672055,11.01569849,13.07356142,15.51539016,15.40838893,14.98931695,14.82158357,12.51556055,9.733168456,9.334086803,°C
MÉXICO,1991,3.221505905,4.225578625,5.535659085,7.494469026,8.709993837,9.385726264,9.211144981,8.710777474,8.938650935,7.818730756,5.097411214,4.296514807,°C
MICHOACÁN DE OCAMPO,1991,7.668916006,8.84090136,9.62609255,11.86149575,14.01568597,15.23379291,14.87219662,14.34676948,14.19467404,12.37664071,9.417199675,8.714708254,°C
MORELOS,1991,10.49121482,12.24924012,13.22484557,15.84836879,16.79610844,17.22297101,15.89214586,15.68821879,15.47297101,14.79207574,12.15369565,11.30995792,°C
NAYARIT,1991,13.1598988,13.94741904,14.24030629,15.22221624,17.16265022,21.40524003,21.62566227,21.26099707,21.34242611,20.29255458,17.23331467,15.88693112,°C
NUEVO LEÓN,1991,6.028053669,7.679046417,11.00123832,14.71759736,16.92255564,17.8175611,17.86884425,17.86211809,15.81791168,13.63059572,7.816326175,8.367683701,°C
OAXACA,1991,12.79645754,12.84237869,14.16180288,15.70080659,16.86223123,16.62934761,15.90155506,15.80272075,15.61421168,14.84161203,12.99111621,12.73455725,°C
PUEBLA,1991,7.271432736,7.993769581,9.616321481,11.77672619,12.52122961,12.62681004,11.63842058,11.02298567,11.25945055,10.32637993,8.230357143,7.660800195,°C
QUERÉTARO,1991,6.644576711,7.074901642,9.316829336,11.87366541,12.83643271,12.81330929,12.15918141,11.44044803,11.87021336,9.824319202,7.26376,7.427848527,°C
QUINTANA ROO,1991,17.98301075,16.16595238,18.16316337,20.53634409,21.82726327,22.3988172,21.78043704,21.58135753,21.35597701,20.80311457,18.26709677,18.63172043,°C
SAN LUIS POTOSÍ,1991,9.359111452,9.492493157,11.47010025,14.92970867,17.36574894,17.38829806,16.65746083,16.65909306,15.85777691,13.48458957,10.00714819,10.63675229,°C
SINALOA,1991,11.24868451,12.04743611,11.65398288,13.64359606,16.35113843,21.58553241,23.24896774,23.40419355,22.42403846,20.47053718,14.96194969,13.42524731,°C
SONORA,1991,5.69221233,7.858671335,7.274561703,9.203562294,12.41128098,16.67571996,21.34702354,21.55812948,19.56070855,15.35867532,8.80922612,6.570621853,°C
TABASCO,1991,20.14900154,19.16352041,20.27364929,22.65607143,23.49049539,23.69059441,23.17037419,22.90762811,22.49320513,22.09875503,19.95166667,20.484,°C
TAMAULIPAS,1991,11.16797094,12.17547888,15.26959758,19.34829883,21.21994386,21.82546024,20.95298368,21.51833676,19.57756614,18.04556166,12.3610199,13.02676922,°C
TLAXCALA,1991,2.559847199,3.562969925,4.933790323,7.235287356,7.863082437,8.862946158,8.001338916,7.115471923,7.940222801,6.742795699,3.575696675,2.973889361,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1991,14.42353821,13.8050803,16.03100729,19.2122149,20.44975386,20.35411329,19.27851097,19.1013291,18.71209987,17.63691609,14.70588587,14.70428757,°C
YUCATÁN,1991,17.8735573,16.53829121,18.11411055,20.37384515,21.2105569,21.09055953,20.90774993,20.98127431,20.56299613,19.78418024,17.69879209,17.92337551,°C
ZACATECAS,1991,3.037593041,4.361824988,5.78874056,8.713472222,11.10525687,13.06950794,13.09011118,12.40135632,12.20337526,8.78305261,5.395044957,5.715528607,°C
AGUASCALIENTES,1992,5.382133995,3.934472934,6.628411911,7.774358974,10.69351392,12.46987179,12.46124975,11.92842362,11.76496855,9.685940353,5.696540881,5.396835058,°C
BAJA CALIFORNIA,1992,5.840497424,7.78806701,8.237563329,10.92023239,13.25905352,14.32127006,17.07587839,18.77725727,16.25781475,12.6785035,8.126857259,5.684227707,°C
BAJA CALIFORNIA SUR,1992,9.390242436,9.567763312,10.46053659,12.53244494,15.08985931,16.94705657,20.88389298,21.46698085,21.11095296,17.30933151,12.41810897,10.42300239,°C
CAMPECHE,1992,16.96903802,16.64903941,18.84353147,19.70890236,19.43266769,20.94063492,20.15677773,19.90821813,19.8745478,19.45632837,19.12698413,17.39597867,°C
COAHUILA  DE ZARAGOZA,1992,5.339856756,6.434568854,9.460047479,11.29560386,14.18329339,17.58020767,18.53516713,17.21470236,15.82443812,12.15712667,7.339587532,6.547818667,°C
COLIMA,1992,15.59333659,13.45933063,15.64344489,15.69088235,19.10341556,19.99979798,19.44881883,19.46774194,19.78171717,18.61577061,17.08211111,15.90882462,°C
CHIAPAS,1992,15.86190368,15.44668771,17.22600761,18.43045045,18.61307759,19.55706564,18.5389949,18.61656065,18.52,18.15823957,17.31585132,16.07941389,°C
CHIHUAHUA,1992,0.864885473,1.969787408,3.773757965,7.786861702,11.14361269,14.72077877,16.88007575,15.58103404,13.6492685,8.523391705,1.58450087,2.21593505,°C
DISTRITO FEDERAL,1992,6.262796588,5.400134348,8.375366569,9.073333333,9.870967742,11.26166667,10.63548387,10.69005376,10.56666667,8.854933586,7.62037037,5.529855991,°C
DURANGO,1992,3.241998589,2.200884875,5.362577643,7.377736588,10.16657179,14.30132731,14.48072289,13.61766326,12.29427226,8.844160513,4.015180723,4.648780488,°C
GUANAJUATO,1992,6.473806452,6.112323697,8.704986175,9.694171988,11.69829342,12.71465398,12.82501358,12.61850998,12.2736908,10.16447133,7.800748939,6.341363532,°C
GUERRERO,1992,16.20695926,15.4310294,18.10538137,19.25332003,19.97532578,20.5948208,19.62168222,19.3428185,18.87,18.76833403,17.63807824,16.21896644,°C
HIDALGO,1992,5.452511635,4.965452823,7.726913818,8.584200955,9.897182335,10.89417774,10.7322638,10.57990559,10.41987621,8.670280098,7.576751302,5.524095019,°C
JALISCO,1992,9.354122207,7.135580974,9.852078821,10.6933301,13.64945704,16.63753151,15.768308,15.57575294,15.10656012,12.96186538,9.212876458,8.808014345,°C
MÉXICO,1992,4.08759085,3.2502623,5.575478927,6.65423568,7.91320673,8.916910339,8.763169256,9.004997813,8.88817734,7.321121704,5.440037776,3.632832711,°C
MICHOACÁN DE OCAMPO,1992,8.391432868,6.833647064,9.978195235,11.09075823,13.15694555,14.99873016,14.47706711,14.37840909,14.05095785,12.09741185,9.686608245,8.604687136,°C
MORELOS,1992,11.19291725,10.72475096,13.83469534,15.12348148,15.74992987,16.67615942,15.7443899,15.98527349,15.59934783,14.60645161,13.29195652,11.66164095,°C
NAYARIT,1992,14.30067588,12.715052,14.83232132,15.52587656,18.66734789,22.2202381,21.28673835,21.13978495,21.34925926,19.85182198,16.24707216,15.69044205,°C
NUEVO LEÓN,1992,6.399828548,7.759024273,10.96412273,12.42253535,14.75925325,17.21557405,17.88773112,17.39893746,16.73308135,13.2287947,8.628944305,7.570162867,°C
OAXACA,1992,12.33131291,12.29289337,14.32864358,15.44565387,15.88574104,16.75106669,15.92527365,15.92738113,15.79704338,15.05351248,14.23066432,12.71479421,°C
PUEBLA,1992,7.578038449,7.256043742,9.86532068,10.75104658,11.14801679,12.30724014,11.74356557,11.40209736,11.17210145,10.36756462,9.280101492,7.344483047,°C
QUERÉTARO,1992,6.759172891,6.890625288,9.541256569,10.00930864,11.16545699,12.36162826,13.06716184,12.51346567,12.48552198,9.819297974,8.38089697,7.75387004,°C
QUINTANA ROO,1992,17.12060354,16.55398707,18.82228383,20.275625,19.67676878,22.35483871,21.64086517,21.28876529,21.05390805,20.27578685,19.95285714,17.55763441,°C
SAN LUIS POTOSÍ,1992,8.951009267,9.680966785,12.67251998,13.33505187,15.35694199,16.73157248,16.83819097,16.52410539,16.17695537,13.78225165,11.04316616,10.83687698,°C
SINALOA,1992,13.20675733,11.66445623,12.8998139,15.08942308,18.5278422,22.9870069,23.55457538,22.93129032,22.99684066,20.09953616,13.607,13.45548387,°C
SONORA,1992,6.903050636,7.788737746,8.103781138,11.24860644,15.15560308,18.36604663,21.02983755,20.89264395,19.54456934,14.15787587,6.951508885,6.617181152,°C
TABASCO,1992,19.47406452,19.46628353,21.06451613,22.49512821,22.70198511,23.63064103,22.8853598,22.86426799,22.60382716,21.96117085,21.35172839,20.11863799,°C
TAMAULIPAS,1992,10.77986928,12.90885944,15.75463717,16.83897552,18.89712918,21.52686336,21.31224946,20.75166319,20.37279004,16.90991551,13.45225544,12.43481614,°C
TLAXCALA,1992,3.823143881,3.414149358,5.879032258,6.606010101,7.399180191,8.655863991,7.647772657,7.780456989,7.64216092,6.155954051,5.791854221,2.824231634,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1992,13.38414516,13.99131916,16.54403632,17.66762257,18.21942675,20.00429362,18.97786915,18.74126875,18.62808036,17.09274084,15.87496601,15.06831022,°C
YUCATÁN,1992,16.49631932,16.23214827,18.28570442,19.33850963,19.79853177,21.29931926,21.00098691,20.81245202,20.485598,19.58805114,19.07218922,16.53425273,°C
ZACATECAS,1992,4.872792348,3.109240223,6.088793769,7.16272637,10.32194813,13.09686757,12.80719139,12.46353303,11.62942471,9.3094945,4.977385665,5.381744221,°C
AGUASCALIENTES,1993,4.314363968,4.063005391,5.214919355,7.896352201,10.38527085,13.70031447,13.08429702,12.36488131,12.14379085,9.833017078,6.353205128,4.005060089,°C
BAJA CALIFORNIA,1993,7.406549781,7.153950297,8.700621652,9.644518367,12.07622461,14.01593569,15.47851799,16.51252571,14.98099549,12.37911902,8.395468294,6.202018347,°C
BAJA CALIFORNIA SUR,1993,10.42686554,9.033640351,10.44864177,11.89490741,13.5912992,16.46973792,19.38637024,21.10011625,19.62393939,17.18247713,13.17026451,10.59978897,°C
CAMPECHE,1993,17.45860215,16.89184397,17.4468606,19.39388889,20.00643076,20.99855683,20.53634665,20.25551848,20.2408378,20.16992302,18.47399425,16.96402628,°C
COAHUILA  DE ZARAGOZA,1993,6.009577261,6.675065199,8.172598253,11.42558262,14.85281035,17.62632619,18.10610883,18.05536805,15.88201159,11.90833294,8.136981039,6.31536241,°C
COLIMA,1993,14.44340176,13.51418067,13.27152272,14.89202818,15.45614919,18.2469697,19.8452747,19.85293779,19.6698223,19.50253208,17.9562069,15.859319,°C
CHIAPAS,1993,15.1473892,15.08272487,16.12394632,18.04763305,18.82498442,18.93860697,18.56121031,18.31368664,18.26723394,17.98117136,16.69670264,15.20306836,°C
CHIHUAHUA,1993,3.294474547,2.219815817,3.517361813,6.956750056,11.02747008,15.42637771,16.77794413,16.16664267,13.42710884,7.708278867,3.629907791,2.250188903,°C
DISTRITO FEDERAL,1993,6.469067837,6.455357143,7.414784946,8.989444444,9.432482079,10.63194444,10.48826979,10.24018817,10.32749042,8.685422776,7.260606061,4.951714771,°C
DURANGO,1993,3.684013473,3.58131398,4.820583717,7.736957027,10.09474313,14.09439216,14.74600281,14.42045633,12.77831325,8.720810386,5.853701923,3.666467543,°C
GUANAJUATO,1993,6.218303359,6.166955549,7.385723862,9.892777645,11.58548953,13.70319232,13.01370363,12.9234767,12.34833333,10.23292503,8.000343358,5.107245658,°C
GUERRERO,1993,15.93774383,16.37521267,17.09269002,18.19555854,19.7464594,20.10350343,19.18416739,19.28074098,18.95251479,19.07128289,17.81247348,16.1249586,°C
HIDALGO,1993,5.864374763,5.58289442,6.506383342,8.502604167,9.395376994,11.45890618,11.19668459,10.69006243,10.83975383,8.447676032,6.610145929,4.388978495,°C
JALISCO,1993,7.388535525,6.621136277,7.552705012,10.13509497,11.9912544,16.33805149,15.66598052,15.4242485,15.27093196,13.62142266,10.27160523,7.45443931,°C
MÉXICO,1993,3.994117782,3.640505678,4.7168395,6.365128659,7.390169202,9.481280512,9.238055139,9.001225262,9.182020121,7.087517226,5.454662099,2.964188622,°C
MICHOACÁN DE OCAMPO,1993,8.050018539,7.403041848,8.371996743,11.00206343,12.35424862,14.97471601,14.31682439,14.33551576,14.04507752,12.59978212,10.79504766,7.632802505,°C
MORELOS,1993,11.37777778,11.7302381,12.93625526,14.58949275,16.25238429,17.67448531,16.31483871,16.22516129,16.21133333,15.50580645,13.54281482,11.11677419,°C
NAYARIT,1993,13.40077658,11.9612395,12.74952562,14.38312035,16.76941809,20.89501352,21.40470046,21.21209677,20.98761755,20.01063508,16.88714286,14.46635945,°C
NUEVO LEÓN,1993,6.938538494,8.209360967,9.451303446,12.70863348,15.08492395,17.38385233,18.00012303,17.70471352,16.25854548,12.5846278,8.470990481,7.687496147,°C
OAXACA,1993,12.99353489,13.00071625,14.04138872,15.38361263,16.24790515,16.78593567,16.20814629,15.98844965,16.06843932,15.21628929,14.57886731,12.78617792,°C
PUEBLA,1993,7.513923634,7.618270677,8.68475382,10.54565972,11.56684969,12.7209058,11.5617157,11.38961361,11.69212454,10.32107527,8.304772727,6.454226215,°C
QUERÉTARO,1993,7.241569199,7.077353896,7.927169077,10.14958278,11.24062903,12.99879808,12.86294118,12.54672217,12.45691397,10.52809466,8.769343434,6.070808933,°C
QUINTANA ROO,1993,17.6895898,16.4175,17.15750834,19.07505376,20.52228196,21.71768687,21.74949944,21.42361751,21.37355556,21.25397849,19.29425,16.86463134,°C
SAN LUIS POTOSÍ,1993,10.06640101,10.24419227,11.08326265,13.56117889,15.57544472,17.20479414,17.21844502,16.86086671,16.27722094,13.91564051,11.372726,9.085821312,°C
SINALOA,1993,12.54925807,11.33963585,12.06616335,13.74528986,17.64554361,22.29456522,23.70630157,23.57247312,22.49172241,19.7978361,15.97971015,13.33151562,°C
SONORA,1993,8.245974065,7.204969555,8.258540437,10.1378415,14.58439095,18.23057691,21.2628683,21.79604697,19.16014058,15.18112944,9.733967996,7.044596147,°C
TABASCO,1993,19.87235023,19.74642857,20.23513825,21.92137931,23.00215054,23.17068966,22.85199821,22.50784946,22.63733333,22.07774193,20.72666667,19.24169654,°C
TAMAULIPAS,1993,11.52356211,12.57862262,13.91258356,17.08073286,19.06992497,21.05377811,21.19235981,21.19006024,20.147608,16.67142088,12.78186029,11.55539038,°C
TLAXCALA,1993,2.987039671,3.565703484,4.578955453,6.238301354,7.254654698,9.378044871,8.106380497,7.722145429,8.616295716,6.182887438,3.902528736,1.996732481,°C
VERACRUZ DE IGNACIO DE LA LLAVE,1993,14.70507364,14.75259646,15.3976524,17.6514769,18.98922051,19.8639162,19.41790058,18.88557348,19.04664197,17.33862009,15.39910674,13.96120458,°C
YUCATÁN,1993,17.17885533,15.58748233,16.9083625,18.72792995,20.12115957,20.62779108,20.47201353,20.24663886,20.15874512,19.66085134,18.12836478,16.07969986,°C
ZACATECAS,1993,3.72182274,3.345802469,4.254532934,7.073543543,9.459574225,13.66178558,13.2241245,12.71179839,12.29246262,9.369013201,6.191230299,3.882130737,°C
AGUASCALIENTES,1994,3.438470729,5.238095238,7.232676225,9.076234568,12.25238949,13.28364198,12.21714456,12.239546,11.39290123,10.41905615,6.955555556,5.507303713,°C
BAJA CALIFORNIA,1994,5.929909283,6.584006048,8.387405079,9.270598045,11.1624558,14.40947111,16.62822458,18.75193614,16.91658067,11.68909199,6.589190476,5.40407499,°C
BAJA CALIFORNIA SUR,1994,8.838878161,8.675136054,10.67812277,11.81074292,13.33847482,16.93028755,20.13506605,21.53999926,20.78067599,16.83907549,13.24920285,10.57342684,°C
CAMPECHE,1994,16.75762246,18.15074751,18.24922861,20.21511628,20.57565284,20.98333333,20.62019969,20.59754224,20.06923077,19.92580645,18.42916667,17.44086022,°C
COAHUILA  DE ZARAGOZA,1994,5.145196345,6.536817469,9.496435103,12.33755658,15.63170448,17.88882311,18.37888942,17.66702837,15.43565474,13.05825729,10.34688228,7.135499518,°C
COLIMA,1994,13.5918993,13.67382422,14.0739546,14.67495673,17.66702509,18.97222099,18.82838154,19.06339922,19.85247079,19.06840144,18.4875,16.55913978,°C
CHIAPAS,1994,14.77581176,15.29919604,16.15116058,17.72862155,18.74774822,18.26845156,18.00386155,18.19819852,18.26946154,17.88492944,16.78100251,16.10447299,°C
CHIHUAHUA,1994,0.130374159,2.417348184,5.077639111,7.922652015,11.7802014,16.56009158,16.8766588,16.29405116,13.71897794,8.732533774,5.681578947,3.642729452,°C
DISTRITO FEDERAL,1994,4.61144845,6.143759019,7.853924731,8.558009487,9.777777778,10.44090909,9.42170088,10.08064516,9.834434866,9.51344086,6.440977444,5.959197389,°C
DURANGO,1994,1.915013939,3.823853616,6.132032391,8.373414634,12.27708044,14.83873494,14.8248159,14.40449309,12.47152573,9.131052959,7.678261413,5.245364551,°C
GUANAJUATO,1994,5.326648202,7.037037971,9.230512138,10.72885527,13.21068843,13.6405178,12.57300232,12.76263441,12.0101717,11.14910753,8.368888889,7.261354839,°C
GUERRERO,1994,15.92086495,16.70193227,17.86601514,18.59633748,20.38809445,19.95765306,19.39535749,19.11201692,19.08841608,19.30214447,17.93428571,17.09369966,°C
HIDALGO,1994,4.185905134,5.506641051,7.333384537,9.261499726,10.3366967,10.92544974,9.618075635,10.65925029,9.782820513,9.245177582,6.866203189,6.021465665,°C
JALISCO,1994,6.645678629,7.90043889,9.431620475,10.9037308,14.23682045,16.0809648,15.4638017,15.58347617,15.05885603,14.30985885,11.09139596,9.174030649,°C
MÉXICO,1994,2.835159021,4.40445002,5.945492113,7.588203966,8.886914806,9.581401716,8.492962646,9.033484428,8.278914056,7.720260011,4.98746649,4.218834503,°C
